image;xmin;ymin;xmax;ymax;label;time of day
scene00289.png;1094.3073742246727;566.6666666666666;1115.4789800137837;587.8442822384428;car;day
scene00289.png;1078.4286698828396;566.6666666666666;1091.660923501034;574.6082725060827;car;day
scene00289.png;1178.9937973811166;558.7250608272506;1192.226050999311;585.1970802919708;pedestrian;day
scene00289.png;1234.5692625775328;556.0778588807785;1258.3873190902825;593.1386861313867;pedestrian;day
scene00289.png;1194.8725017229497;556.0778588807785;1208.104755341144;587.8442822384428;pedestrian;day
scene00289.png;1401.2956581667815;598.4330900243309;1726.8090971743625;643.4355231143552;crosswalk;day
scene00289.png;916.9951757408684;571.9610705596107;930.2274293590627;601.0802919708029;pedestrian;day
scene00301.png;1562.7291523087526;619.610705596107;1920;706.9683698296836;crosswalk;day
scene00301.png;1702.9910406616127;484.603406326034;1787.6774638180566;664.6131386861314;pedestrian;day
scene00301.png;776.7332873880083;569.3138686131387;816.4300482425914;648.7299270072992;bicycle;day
scene00301.png;1094.3073742246727;574.6082725060827;1112.8325292901447;593.1386861313869;car;day
scene00301.png;959.3383873190903;577.2554744525547;991.0957960027567;603.727493917275;car;day
scene00301.png;842.89455547898;577.2554744525547;864.0661612680909;616.963503649635;pedestrian;day
scene00301.png;1369.5382494831151;550.7834549878345;1382.7705031013095;603.7274939172748;pedestrian;day
scene00301.png;1186.9331495520332;561.3722627737226;1200.1654031702276;595.7858880778589;pedestrian;day
scene00301.png;1073.1357684355617;569.3138686131387;1089.014472777395;579.9026763990267;car;day
scene00301.png;1205.4583046175053;558.7250608272506;1218.6905582356997;593.1386861313869;pedestrian;day
scene00301.png;1830.0206753962786;516.3698296836983;1920.0000000000002;579.9026763990267;car;day
scene00313.png;273.907649896623;553.4306569343065;379.7656788421778;751.9708029197079;bicycle;day
scene00313.png;1533.6181943487252;534.9002433090025;1560.082701585114;601.0802919708029;pedestrian;day
scene00313.png;654.9965541006203;577.2554744525547;681.461061337009;643.4355231143552;pedestrian;day
scene00313.png;676.1681598897312;593.1386861313869;710.5720192970365;640.7883211678832;pedestrian;day
scene00313.png;789.9655410062027;574.6082725060827;805.8442453480359;614.3163017031629;pedestrian;day
scene00313.png;872.0055134390076;579.9026763990267;887.8842177808408;611.669099756691;pedestrian;day
scene00313.png;1295.4376292212269;545.4890510948904;1313.962784286699;609.0218978102189;pedestrian;day
scene00313.png;1231.922811853894;553.4306569343065;1250.447966919366;593.1386861313867;pedestrian;day
scene00313.png;1208.104755341144;558.7250608272506;1229.276361130255;590.4914841849148;pedestrian;day
scene00313.png;718.5113714679532;587.8442822384428;739.6829772570641;632.8467153284671;pedestrian;day
scene00313.png;940.8132322536183;574.6082725060827;977.8635423845624;609.021897810219;car;day
scene00313.png;1102.2467263955893;571.9610705596107;1120.7718814610614;590.4914841849148;car;day
scene00313.png;1073.1357684355617;569.3138686131387;1094.3073742246727;582.5498783454988;car;day
scene00325.png;504.1488628532047;556.0778588807785;530.6133700895934;635.4939172749391;pedestrian;day
scene00325.png;607.3604410751207;548.1362530413625;636.4713990351482;630.1995133819951;pedestrian;day
scene00325.png;543.8456237077878;569.3138686131387;591.4817367332874;630.1995133819951;pedestrian;day
scene00325.png;832.3087525844246;556.0778588807785;856.1268090971745;601.0802919708028;pedestrian;day
scene00325.png;719.8345968297726;554.7542579075425;750.2687801516197;611.6690997566909;pedestrian;day
scene00325.png;1352.3363197794624;532.2530413625304;1385.4169538249482;607.698296836983;pedestrian;day
scene00325.png;1259.710544452102;538.8710462287104;1279.5589248793935;583.8734793187347;pedestrian;day
scene00325.png;1238.538938662991;546.8126520681265;1255.7408683666438;586.5206812652068;pedestrian;day
scene00325.png;1106.2164024810477;557.4014598540145;1126.064782908339;577.2554744525547;car;day
scene00325.png;922.2880771881462;558.7250608272506;961.9848380427293;593.1386861313869;car;day
scene00325.png;1070.489317711923;557.4014598540145;1090.3376981392144;570.6374695863747;car;day
scene00337.png;1454.224672639559;520.3406326034063;1503.1840110268781;628.8759124087592;pedestrian;day
scene00337.png;1292.791178497588;541.5182481751824;1313.962784286699;589.1678832116787;pedestrian;day
scene00337.png;1272.9427980702965;544.1654501216544;1296.7608545830462;590.4914841849147;pedestrian;day
scene00337.png;206.42315644383186;556.0778588807785;250.0895933838732;671.2311435523113;pedestrian;day
scene00337.png;404.9069607167471;552.1070559610705;448.5733976567885;647.4063260340632;pedestrian;day
scene00337.png;288.4631288766368;579.9026763990267;333.4527911784976;665.9367396593674;pedestrian;day
scene00337.png;780.7029634734666;560.0486618004866;808.4906960716747;606.3746958637469;pedestrian;day
scene00337.png;885.237767057202;558.7250608272506;939.4900068917988;603.7274939172748;car;day
scene00337.png;1108.8628532046864;561.3722627737226;1130.0344589937974;578.5790754257907;car;day
scene00337.png;1070.489317711923;560.0486618004866;1087.6912474155756;575.9318734793187;car;day
scene00349.png;374.4727773949001;544.1654501216544;419.4624396967609;646.0827250608272;pedestrian;day
scene00349.png;686.7539627842867;554.7542579075425;709.2487939352171;611.6690997566909;pedestrian;day
scene00349.png;698.6629910406616;558.7250608272506;721.157822191592;610.3454987834549;pedestrian;day
scene00349.png;1713.5768435561683;471.36739659367396;1783.7077877325985;655.3479318734793;pedestrian;day
scene00349.png;1317.9324603721573;533.5766423357665;1339.1040661612683;595.7858880778589;pedestrian;day
scene00349.png;1337.7808407994487;532.2530413625304;1361.5988973121985;589.1678832116788;pedestrian;day
scene00349.png;1102.2467263955893;557.4014598540145;1126.064782908339;574.6082725060827;car;day
scene00349.png;823.0461750516886;557.4014598540145;893.1771192281186;606.3746958637469;car;day
scene00349.png;1054.6106133700896;554.7542579075425;1071.8125430737423;575.9318734793187;car;day
scene00349.png;1077.10544452102;558.7250608272506;1090.3376981392144;570.6374695863747;car;day
scene00361.png;62.19159200551344;538.8710462287104;107.18125430737423;681.8199513381994;pedestrian;day
scene00361.png;575.6030323914542;557.4014598540145;599.4210889042041;626.228710462287;pedestrian;day
scene00361.png;595.4514128187458;560.0486618004866;617.9462439696762;624.905109489051;pedestrian;day
scene00361.png;1369.5382494831151;524.3114355231144;1398.6492074431426;609.021897810219;pedestrian;day
scene00361.png;1394.6795313576845;524.3114355231144;1419.8208132322538;599.7566909975669;pedestrian;day
scene00361.png;940.8132322536183;586.5206812652068;1180.317022742936;599.7566909975669;crosswalk;day
scene00361.png;756.8849069607168;557.4014598540145;840.2481047553412;620.934306569343;car;day
scene00361.png;1040.0551343900759;558.7250608272506;1063.8731909028256;581.2262773722628;car;day
scene00361.png;1098.277050310131;562.6958637469586;1124.7415575465197;577.2554744525547;car;day
scene00361.png;1065.1964162646452;562.6958637469586;1083.7215713301173;577.2554744525547;car;day
scene00373.png;394.3211578221916;557.4014598540145;426.078566505858;668.5839416058393;pedestrian;day
scene00373.png;362.56374913852517;561.3722627737226;399.61405926946935;669.9075425790754;pedestrian;day
scene00373.png;1274.2660234321158;530.9294403892944;1295.4376292212269;579.9026763990267;pedestrian;day
scene00373.png;1253.0944176430048;536.2238442822385;1274.2660234321158;577.2554744525547;pedestrian;day
scene00373.png;1225.306685044797;538.8710462287104;1239.8621640248107;575.9318734793186;pedestrian;day
scene00373.png;1108.8628532046864;556.0778588807785;1136.6505858028945;579.9026763990267;car;day
scene00373.png;1077.10544452102;560.0486618004866;1094.3073742246727;575.9318734793187;car;day
scene00373.png;1054.6106133700896;560.0486618004866;1071.8125430737423;577.2554744525547;car;day
scene00373.png;1030.7925568573398;552.1070559610705;1059.9035148173673;575.9318734793187;truck;day
scene00373.png;1787.6774638180566;504.4574209245742;1868.3942108890421;552.1070559610705;car;day
scene00373.png;1423.790489317712;517.6934306569343;1492.5982081323225;560.0486618004866;car;day
scene00385.png;93.94900068917988;562.6958637469586;144.2315644383184;716.2335766423357;pedestrian;day
scene00385.png;58.22191592005514;560.0486618004866;103.21157822191593;716.2335766423357;pedestrian;day
scene00385.png;567.6636802205376;570.6374695863747;610.0068917987595;644.7591240875912;pedestrian;day
scene00385.png;705.2791178497588;570.6374695863747;735.7133011716058;631.5231143552311;pedestrian;day
scene00385.png;1282.2053756030325;540.1946472019464;1309.9931082012406;597.1094890510948;pedestrian;day
scene00385.png;1259.710544452102;545.4890510948904;1280.8821502412131;594.4622871046228;pedestrian;day
scene00385.png;1220.013783597519;548.1362530413625;1238.538938662991;587.8442822384427;pedestrian;day
scene00385.png;1094.3073742246727;570.6374695863747;1123.4183321847001;594.4622871046229;car;day
scene00385.png;1050.6409372846313;571.9610705596107;1075.7822191592006;591.8150851581509;car;day
scene00385.png;1029.4693314955205;573.2846715328467;1047.9944865609925;594.4622871046229;car;day
scene00385.png;1008.2977257064094;566.6666666666666;1037.408683666437;590.4914841849148;truck;day
scene00385.png;1175.0241212956582;560.0486618004866;1185.6099241902136;590.4914841849148;pedestrian;day
scene00385.png;1185.6099241902136;562.6958637469586;1197.5189524465886;591.8150851581509;pedestrian;day
scene00385.png;1448.9317711922813;528.2822384428224;1548.173673328739;578.5790754257907;car;day
scene00385.png;1699.0213645761544;509.75182481751824;1807.525844245348;567.9902676399026;car;day
scene00397.png;402.2605099931082;557.4014598540145;441.95727084769123;657.9951338199513;pedestrian;day
scene00397.png;595.4514128187458;556.0778588807785;628.5320468642317;638.1411192214111;pedestrian;day
scene00397.png;1327.1950379048933;530.9294403892944;1354.9827705031014;598.4330900243309;pedestrian;day
scene00397.png;1299.4073053066852;532.2530413625304;1323.225361819435;601.0802919708029;pedestrian;day
scene00397.png;1266.3266712611992;537.5474452554744;1291.4679531357685;587.8442822384427;pedestrian;day
scene00397.png;1226.629910406616;548.1362530413625;1247.8015161957271;586.5206812652068;pedestrian;day
scene00397.png;1185.6099241902136;550.7834549878345;1202.8118538938663;581.2262773722628;pedestrian;day
scene00397.png;1087.6912474155756;562.6958637469586;1119.448656099242;585.1970802919708;car;day
scene00397.png;1038.7319090282565;567.9902676399026;1063.8731909028259;585.1970802919708;car;day
scene00397.png;1010.9441764300483;566.6666666666666;1037.408683666437;586.5206812652068;car;day
scene00397.png;991.0957960027567;557.4014598540145;1021.5299793246038;581.2262773722628;truck;day
scene00397.png;1491.2749827705031;519.0170316301703;1624.9207443142661;583.8734793187348;car;day
scene00397.png;1824.7277739490007;517.6934306569343;1910.737422467264;570.6374695863747;car;day
scene00409.png;1564.052377670572;497.83941605839414;1720.1929703652654;577.2554744525547;car;day
scene00409.png;1090.3376981392144;561.3722627737226;1135.3273604410751;586.5206812652068;car;day
scene00409.png;146.87801516195728;571.9610705596107;186.57477601654034;688.4379562043796;pedestrian;day
scene00409.png;1003.0048242591317;566.6666666666666;1026.8228807718815;594.4622871046229;car;day
scene00409.png;1196.1957270847693;548.1362530413625;1209.4279807029636;586.5206812652068;pedestrian;day
scene00409.png;1243.8318401102688;537.5474452554744;1267.6498966230185;586.5206812652067;pedestrian;day
scene00409.png;1037.408683666437;562.6958637469586;1063.8731909028256;586.5206812652068;car;day
scene00409.png;983.1564438318402;556.0778588807785;1022.8532046864233;578.5790754257907;truck;day
scene00409.png;1398.6492074431428;517.6934306569343;1426.436940041351;598.4330900243309;pedestrian;day
scene00409.png;1362.922122674018;516.3698296836983;1393.3563059958651;602.403892944039;pedestrian;day
scene00409.png;1333.8111647139904;522.9878345498784;1360.275671950379;593.1386861313869;pedestrian;day
scene00409.png;1296.7608545830462;526.9586374695864;1320.578911095796;594.4622871046229;pedestrian;day
scene00409.png;1175.0241212956582;549.4598540145985;1192.226050999311;582.5498783454988;pedestrian;day
scene00421.png;150.84769124741558;554.7542579075425;217.00895933838734;700.3503649635036;pedestrian;day
scene00421.png;988.4493452791179;569.3138686131387;1017.5603032391455;599.7566909975669;car;day
scene00421.png;1106.2164024810477;566.6666666666666;1153.8525155065474;591.8150851581509;car;day
scene00421.png;1034.7622329427982;569.3138686131387;1063.8731909028256;590.4914841849148;car;day
scene00421.png;1013.5906271536871;569.3138686131387;1029.4693314955205;593.1386861313869;car;day
scene00421.png;977.8635423845624;558.7250608272506;1025.4996554100621;589.1678832116788;pedestrian;day
scene00421.png;1671.2336319779463;489.89781021897807;1853.8387319090284;581.2262773722628;car;day
scene00421.png;1523.0323914541696;503.1338199513382;1569.3452791178497;616.963503649635;pedestrian;day
